customer_ID,payment_amount
535555659099,57976373.0
535555765150,31596005.0
533112766493,30024136.0
535555707185,20503219.0
534440054585,15207375.0
535757570556,13059488.5
534440054593,10555431.5
535311645602,10085598.0
535753050407,10002500.0
535550222640,9840002.5
535555656977,9578870.0
535636523741,9158270.0
535555768597,8903407.0
535810581635,8638499.5
535515136341,8435663.0
535510120265,8295442.0
532513001327,8020736.0
535515121445,7674423.5
535550012438,7579253.5
534755812140,7270888.5
